source_code,category_code,query_slug,record_kind,title,description_raw,buyer_country_raw,buyer_country_code,buyer_identity_claim_raw,published_at_raw,published_at,contact_gate,source_url,listing_url,verification_status,observed_at,snapshot_sha256,data_mode
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,"Buy Spices,Pepper,Chily,Cinnamon,Cardamom,Ginger","Dear Sir/Madam, Firstly,let us introduce our firm as LEOADEM LTD,general merchandise. We are very much interested in spices business and will like you to forward more details about your products to us",Nigeria,,,"10 Mar, 2015",2015-03-10,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Spices_Pepper_Chily_Cinnamon--23767113.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,REJECTED_SELLER_OR_UNCLEAR,Buy Dried Red Chilies,"Hello we are big importer of dried red chili es, we have a stable consumer group worldwide. If you can provide first-class chiles, we will have a good and long cooperation with first order of 200 mt.",United States,US,,"17 Apr, 2015",2015-04-17,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Dried_Red_strong_Chili--23789806.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,REJECTED_SELLER_OR_UNCLEAR,Buy Mackerel in Thai Chili Paste,"Our company is direct importer/exporter of Tomato Paste. We are looking to start business with reliable manufacturers/suppliers of Tomato paste that are ready to sell their products on exclusivity on their brand name in our market on-going basis. Details as follows: Product: Tomato Paste Brix (%): 28--30% Packaging: 70g*50tins/ctn, 210g*48tins/ctn. Quantity: Minimum order of 4x20ft contain",China,,direct importer/exporter of Tomato Paste,"30 Jan, 2017",2017-01-30,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Mackerel_in_Thai_strong--24067830.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,REJECTED_SELLER_OR_UNCLEAR,Buy Green Chili,Product Fresh Green Chili Origin India Varieties Dark Green spicy. Size long 3 to 6 Packing 4kg Net Weight. / 4.25kg Gross Weight. In Carton Box. Loading 1x40ft FCL Reefer Container. 3200 box in 1x40ft FCL. Price Per Box/____ in USD. Payment Terms 50%against Original BL Copy in hand and the balance 50% is within 10 days after received the goods. Delivery Port Jebel Ali Port Dubai. Delivery Time,United Arab Emirates,,,"27 Jun, 2014",2014-06-27,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Green_strong_Chili_strong--23608531.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,We Buy Dried Red Chili,"Teja Dried Red Chili , required minimum and luxury quality, approximate 40 tons, Please provide best quotation, because lots of supplier in North India Market. I want to grow with you",India,,,"2 Oct, 2019",2019-10-02,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Dried_Red_strong--24256334.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,We Buy Red Chili Powder,We Buy Red Chili Powder for making Kimchi. - Payment condition: T/T - Expected volume: TBD Looking forward to hearing from qualified suppliers.,Netherlands,,,"15 Jan, 2024",2024-01-15,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Red_strong_Chili--24419110.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,We Buy Korean Red Pepper Powder,"Dear Sir/Madam, We are looking to purchase Korean red pepper powder. Please refer to the details below: - Product: Korean Red Pepper Powder / Chili Powder - Quantity: To be confirmed - Specifications: * Food-grade red pepper powder * Suitable for import and distribution * Detailed product specifications, packaging options, shelf life, and certificates are requested Interested suppliers are kindly",United States,US,,"10 Jun, 2026",2026-06-10,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Korean_Red_Pepper--24461130.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,We Buy Foods,"We're a distributor of food products from Asian countries. Satisfying the gastronomic needs of the client is one of our priority tasks. We have been working on the Ukrainian market since 2016 and during our work have established ourselves as a stable and reliable company that is constantly developing. And we're looking for Food as below. - Nori snacks, chips and crackers - Chili sauces - Chili p",Ukraine,,,"31 Mar, 2026",2026-03-31,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Foods--24458348.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,We Buy Food Additives,"Below is an overview of the products we are interested in. Food Additives and Functional Ingredients Transglutaminase Dextrose Monohydrate Isolated Soy Protein 90%, Emulsion Textured Soy Protein 3-8 mm Monosodium Glutamate (80 mesh) Sodium Tripolyphosphate (STPP) Sodium Citrate (30-100 mesh) Wheat Gluten Poultry Powder Beef Powder Potato Starch Pea Fiber Spices and Seasonings: Chili Flakes Chili",Poland,,,"17 Jan, 2026",2026-01-17,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Food_Additives--24455704.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,We Buy Ingredients for Food,"We're looking for suppliers of food ingredients and snacks, with interest in the following items: - Chili Sauce, Fish Sauce, Onion Snacks - Specification: Detailed specifications can be provided upon request. - Payment Terms: 100% payment upon inquiry. Other terms are negotiable between the parties. - Expected Quantity: 1 container Interested suppliers are welcome to send us their product catalo",Mozambique,,,"30 May, 2025",2025-05-30,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Ingredients_for_Food--24448467.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,We Buy Seasonings and Condiments,"We're looking for Salt, pepper, sugar, honey, vinegar, soy sauce, gochujang (Korean chili paste), doenjang (Korean soybean paste), red pepper powder, cooking oil, herbs, spices, various types of soy sauce, and other seasoning and condiment products. - Terms and Conditions: We are looking for Korean domestic companies that can supply high-quality and reliable products. Preparations for export have",United States,US,,"4 Nov, 2024",2024-11-04,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Seasonings_and_Condiments--24445943.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,Buy All Kinds Paper Waste/ Paper Scrap From World Wide Suppliers,"Chili , Brazil, Guyana, , Panama, Kuracao, Costa Rica, Central America, Gautemala, South Africa, East Africa, West Africa Middle Eastern countries like Saudi Arabia, ubai, Qatar, Oman, Kuwait, Bahrain, as well as other safe African countries of the world We are the the direct buyer. We have got huge requirements every month. We want to buy in containerized only no bulk shipments. We are very serio",United States,US,,"8 Sep, 2014",2014-09-08,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_All_Kinds_Paper_Waste--23666822.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,REJECTED_SELLER_OR_UNCLEAR,Buy Spices,"I have requirement of Indian spices. Chili , coriander, turmeric, cumin seed, black pepper, fennel seed, cardamom, mace, nutmeg, Dill seed, Cinnamon, Chili powder, cloves, curry powder and other masala powder",Japan,,,"4 Feb, 2017",2017-02-04,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Spices--23937385.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,DIRECT_BUY_REQUIREMENT,Buy pepper sorter,I want to buy a pepper sorter.I want to kown History of chili color sorting machine.I hope you can give me answer,China,,,"22 Mar, 2014",2014-03-22,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_pepper_sorter--23529919.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,REJECTED_SELLER_OR_UNCLEAR,Buy Halal Frozen Whole Chicken Griller,halal chicken meat from thailand and chile we are looking foe a supplier for halall chicken meat from thailand and chili for delevring 4 to 10 containers each week,Netherlands,,,"7 Mar, 2014",2014-03-07,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Halal_Frozen_Whole_Chicken--23516180.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chili,REJECTED_SELLER_OR_UNCLEAR,Buy Spices,below are the spices we wish to buy WHITE & BLACK PEPPER BLACK PEPPER POWDER GARLIC POWDER DRY GINGER POWDER CURRY LEAVES CHILLY WHOLE CUMIN WHOLE CADAMOMS CORIANDER SEEDS CUMIN POWDER CORIANDUM POWDER CHILI POWDER TUMERIC TUMERIC FINGER,Cameroon,,,"17 Jul, 2014",2014-07-17,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Spices--23512896.html,https://importer.ec21.com/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:47+00:00,819f0851430cf42dc09954c48fabfaac0dbfc014c1b7f6ee38102b9aace28a4a,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy S17 Teja Chilli,"Style: Dried Moisture: 10% Max Size: 8 to 10 cm (size is negotiable depending according to the rates quoted) Loose seed: 3% Max Foreign Seeds: 3% Max Hotness: 80,000 to 100,000 SHU Quantity Required: 3 x 40 FCL Packing: 25 KG PP Bag Destination Port: Jebel Ali Port, UAE Country of Origin: India Requirement: Every 45 days",United Arab Emirates,,,"22 Jun, 2026",2026-06-22,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_S17_Teja_strong--24461586.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy G4 Green Chilli,"Grade: A Sizing: Approx: 5 cm Shelf life: Min: 2 weeks (upon arrival) Packaging: 3.8/4 kg net weight Carton Quantity Required: 3 x 40 FCL Reefer Origin: India Shipping Terms: CIF/CNF Destination Port: Jebel Ali Port, UAE Requirement: Every 30 days",United Arab Emirates,,,"18 Jun, 2026",2026-06-18,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_G4_Green_strong--24461466.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy Red Jalapeno Pickles/ Mashed Chilli,We’re looking for suppliers of Red Jalapeño Pickle and Mashed Chilli . - Payment Condition: To be decided - Quantity: To be decided,South Africa,,,"17 Sep, 2025",2025-09-17,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Red_Jalapeno_Pickles--24450851.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy Red Chilli,We have a requirement for Red Chilli Red Chilly without stem Teja-s-17 packing 25 kg P.P Bag Quantity : 3 container,United Arab Emirates,,,"18 Sep, 2024",2024-09-18,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Red_strong_Chilli--24442487.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy Crushed Chilly,Crushed chilly quantity : 3 container Buying frequency : Monthly Shipment : CIF Payment term : TT,United Arab Emirates,,,"26 Aug, 2024",2024-08-26,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Crushed_Chilly--24440378.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy Red Chilly,Red Chilly Quantity : 2 Container Buying frequency : Monthly Shipment : CIF Payment term : TT,United Arab Emirates,,,"26 Aug, 2024",2024-08-26,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Red_Chilly--24440377.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,Buy Red Dry Chillies,"I am searching for a good supplier of dried red chilli es, the product is required for further production of spices. Product type: Red Chilli Style: Dried Shape: Stick Weight: 25 Drying Process: AD Color: Red Shelf Life: 1yr",United States,US,,"17 May, 2015",2015-05-17,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Red_Dry_strong_Chilli--23807113.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,Buy Chilli and Chilli Powder,i am in urgent need of dry red chilli from MYANMAR. who can supply? please contact me asap mailbox:008615989946282,China,,,"19 Nov, 2015",2015-11-19,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_strong_Chilli_strong_and--23895001.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,REJECTED_SELLER_OR_UNCLEAR,Buy Red chilli,"Dear Madam/Sir, We are making shipments of Indian Cummin Seeds 99% to China @ US$ 1680 C&F PER TON. Please let us know your interest. Thanks and regards, M. Lakshmanan ++ 91 9831223629 SRINATH EXPORTS INDIA.",India,,,"1 Jul, 2014",2014-07-01,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Red_strong_chilli_strong--23611734.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,"Buy Betel Nuts, Cloves , Fresh Dry Pepper , Chillies",we want to buy/import dried spices product like clove/pepper/ginger/betel nuts/turmeric /etc.in bulk please conatct me.,India,,,"21 Nov, 2016",2016-11-21,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Betel_Nuts_Cloves_Fresh--24047003.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy Dry Red Chilli,"We need to buy large quantity of dry red chilli with high spiciness, the spiciness should be 150,000 SHU minimum. Monthly demand around 500MT please send test report,pictures of dry chilli and price of FOB, the destination is China port.",China,,,"1 Jun, 2022",2022-06-01,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Dry_Red_strong--24362507.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,REJECTED_SELLER_OR_UNCLEAR,We Buy Dry Red Chilli,"We want to purchase large quantity and good quality dry red chilli for a long time. the more hot, the much better. Our customer prefer to hot and very hot chilli . If you are able to supply it, you may contact me. PLease send your price on CIF China main port.",China,,,"6 May, 2022",2022-05-06,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Dry_Red_strong--24359189.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,REJECTED_SELLER_OR_UNCLEAR,Buy Dry Guntur Red Chilli -Teja,"Stemless Teja Chilli is the hottest chilli in India. Those who want high peppery flavour in their cuisines prefers stemless teja chilli es. Teja chilli es due to very high pungency is highly used in many Indian, Chinese, Thai, American, Korean, Japanese, Italian, Mexican, Italian & Spainish cuisines. It is used in preparations of meat which make it very yummy and mouth watering. Teja chilli es are a",India,,,"19 Aug, 2015",2015-08-19,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Dry_Guntur_Red_strong--23854134.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy Chilly and Turmeric Powder,Please provide quotation to the following requirement from importer - Product Name : Spices Specifications : Type : Chilly And Turmeric Powder Form : Powder Quantity Required : 2 X 20'FCL Monthly Packaging Terms : 10 Kg Per Bag Shipping Terms : CIF Destination Port : Saudi Arabia Payment Terms : T/T Looking for suppliers from : worldwide Contact : me directly on my company email below. Best Regar,Brazil,,email below,"15 Jun, 2018",2018-06-15,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Chilly_and_Turmeric--24187769.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy Dry Chilly,Looking for buy dry red chilly for regular basis around the years. Brand: Byadgi-Stemless Packed: 10kg jute bags Port: Klang,Malaysia,,,"12 Dec, 2018",2018-12-12,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Dry_Chilly--24217408.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,"We Buy Copper Concentrate From Brazil, Peru, Chilli","We Required Copper Concentrate 8000 To 10000 MT Per Month Origin Should be Brazil, Peru, Chilli , Canada or Any where from South America Refinery or Direct Mandate Only can Contact to Me Directly Contact Us Immediate",India,,,"3 Aug, 2020",2020-08-03,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Copper_Concentrate_From--24296149.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,REJECTED_SELLER_OR_UNCLEAR,Red chilly powder,Respected sir and madam have a great day i hope you are doing well we deals all kind of agro products currently required Red chilly powder please let me know if you agree waiting for good response,United Arab Emirates,,,"12 Jan, 2023",2023-01-12,premium_membership_or_login,https://importer.ec21.com/buy-lead/Red_chilly_powder--24384882.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy Hanmi F3 Chilli Bbq Sauce,"Hii i am small business owner, looking for chilli bbq foodrella sauce. Right now i am looking in small quantity bcz i have only one store",Canada,,,"19 Nov, 2023",2023-11-19,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Hanmi_F3_strong--24414062.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,DIRECT_BUY_REQUIREMENT,We Buy fresh fruits and Vege,"Pakeeza Greetings of the day I hope you are doing well Our Requirements ( fresh fruits and Vege) ONION , POMAGRANT , BANANA , GREEN CHILLI , so if you interested to join with us in our business we are sure you will have a golden chance to do big volumes of Business. Kindly Serious suppliers and exporters contact me",United Arab Emirates,,,"11 Mar, 2026",2026-03-11,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_fresh_fruits_and--24457564.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,CHILI,chilli,REJECTED_SELLER_OR_UNCLEAR,We Buy Spices,"Exim world corporation is a part of group of companys having interest in diversified fields, commodities and trade. Apart from providing FINANCIAL SERVICES. ,( Project Funding, Lease SBLC, FC-BG + others ) . .... we ( eximworldcorp at gmailcom ) are exporters, importers and manufacturers having head office in Mumbai. WE SELL Rice, Yellow Corn, Maize Starch, SPICES (Red Chilli , Turmeric, Cumin See",India,,,"2 Jan, 2025",2025-01-02,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Spices--10561016.html,https://importer.ec21.com/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:49+00:00,22923656c91bc8394131ba23aa45252ed796eb2b1c3c3e5291641d666fef723e,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Lipton Tea,"Hello, We looking for a product with the U.S. seal of approval that contains 104 Pieces per pack of Lipton Tea and must be wrapped with paper inside. We will be purchasing 40FT containers on a Regular basis, once every Two Months. We only want sellers who can offer the Best Price and will not consider unreliable sellers. I have contacted many sellers but none of them are reliable. The port of",Korea,,,"25 Apr, 2026",2026-04-25,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Lipton_strong_Tea--24443684.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Black Tea,My company urgently need Black tea power 1 x 20 ft countainer for 6 month worldwide manufacturer and supplier feel free contact us urgently,Pakistan,,urgently need Black tea power 1 x 20 ft countainer for 6 month worldwide manufacturer and supplier f,"28 Jul, 2026",2026-07-28,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Black_strong_Tea--24462265.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Green Tea,"Dear Sir/Madam, I am looking to source the following: Tea Quantity: 2500 MT Trade Terms: FOB, CFR, CIF Payment Term: T/T Destination Port: Lome, Togo Seaport I would appreciate if you could provide me with your best pricing in line with the target unit price and lead time for delivery. Additionally, please indicate the shipping methods available for this order. Thank you for your prompt assistanc",Togo,,,"11 Jul, 2026",2026-07-11,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Green_strong_Tea--24462107.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Korean Yuja Tea & Other Food & Beverage Products,"Shanghai Zhome Trading Company is currently looking for Korean yuja tea and other food & beverage products. We have already imported Korean yuja tea and is currently selling the products through its B2B distribution channels in China. We are interested in sourcing additional Korean food and beverage products, especially yuja tea products. [Product of Interest] - Item: Yuja Tea and Other Food & Be",China,,,"6 May, 2026",2026-05-06,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Korean_Yuja_strong--24459652.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Herbal Tea Beverage for Import,"we are and importer base in vietnam, currently seeking reliable manufactures or exporters of bottled herbal tea bevarage,...",Vietnam,,,"28 Mar, 2026",2026-03-28,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Herbal_strong_Tea--24458244.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Herbal Tea Beverage for Import,"we are an import company based in Viet Nam, currently seeking reliable manufactures or exporters of bottled herbal tea beverages....",Vietnam,,,"18 Feb, 2026",2026-02-18,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Herbal_strong_Tea--24456846.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
